submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
4921720174804992,2021-03-13,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,0,0,0
5825898132799488,2021-03-13,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am retired,Bolívar,0,0,0,0,0,1,No,Irregularly,0,0,0,1,1,1,0,0,0,0
6195762949259264,2021-03-20,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,1,0,0,0,0,1,Every day,There are enough,1,0,0,1,1,0,0,0,0,0
5569941519728640,2021-03-21,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am a student and I work part-time,Bolívar,0,1,1,0,0,0,No,There are enough,0,0,0,1,1,0,0,0,0,0
4861590615883776,2021-03-25,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am unemployed,Bolívar,0,0,0,0,0,0,No,Irregularly,1,1,1,1,0,1,0,0,0,0
6233602231894016,2021-03-20,Male,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Bolívar,0,1,1,0,0,1,No,Irregularly,0,0,0,1,1,1,0,0,0,1
4517303638294528,2021-03-13,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,1,1,1,1,0,0,No,Irregularly,1,0,1,0,0,0,0,0,0,1
5560704404029440,2021-03-13,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,1,1,0,0,1,No,There are enough,0,0,0,0,1,1,0,0,0,0
5666626283503616,2021-03-13,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,No,Irregularly,0,0,1,1,1,1,0,0,0,0
5524570307297280,2021-03-13,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,0,No,There are not enough,1,1,1,0,0,0,0,0,0,1
5362942098014208,2021-03-13,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Lara,0,1,0,1,0,1,No,Irregularly,1,0,0,1,1,1,0,0,0,0
5030426065502208,2021-03-13,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Lara,0,1,1,0,0,1,No,Irregularly,1,0,1,0,1,1,0,0,0,1
6217103651897344,2021-03-13,Female,26 to 35 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,0,0,0,0,0,0,No,Irregularly,1,0,0,0,0,0,0,0,0,1
6591814030327808,2021-03-30,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Prefer not to answer,I am a student,Lara,0,0,1,1,0,0,1 day,There are enough,1,1,1,0,1,1,0,0,1,1
5855956494974976,2021-03-13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,None of the above,Lara,0,1,1,1,0,1,No,Irregularly,0,0,0,0,1,0,0,0,0,0
6746326619652096,2021-03-29,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Lara,0,0,0,0,0,1,No,There are not enough,1,1,1,0,0,1,0,0,0,1
5264227844751360,2021-03-14,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Lara,0,1,0,0,0,0,No,There are enough,0,0,0,1,0,1,0,0,0,0
4825166894071808,2021-03-13,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Lara,0,1,0,0,0,0,No,Irregularly,1,1,1,0,0,1,1,0,0,1
5996426806165504,2021-03-28,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,1,1,0,0,0,0,No,There are not enough,1,1,0,0,1,1,1,0,0,1
6264691486883840,2021-03-24,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,I am unemployed,Lara,1,1,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,0,0,0
6257961138913280,2021-03-13,Male,Over 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,0,0,0,1,1,Every day,Irregularly,1,0,1,1,1,1,0,0,0,1
6614254647246848,2021-03-15,Male,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Primary school completed,I am a student,Lara,0,1,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,0,0,0
5031557101518848,2021-03-28,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Lara,0,0,0,0,0,0,No,There are enough,0,0,0,1,1,1,0,0,0,0
6555359136448512,2021-03-13,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,1,1,0,0,0,1,No,There are not enough,1,0,0,0,1,0,0,0,0,1
6614022853230592,2021-03-15,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Lara,1,0,1,0,0,1,2 days,There are not enough,0,0,1,1,0,1,0,0,0,0
5176541054238720,2021-03-15,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Lara,1,1,1,1,0,1,No,Irregularly,1,0,1,0,1,1,1,0,0,0
6124684948275200,2021-03-14,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,0,0,0
4702978698379264,2021-03-13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,0,1,1,0,0,1,No,Irregularly,1,0,1,0,0,1,0,0,0,0
5043703000596480,2021-03-30,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Miranda,0,0,0,1,0,1,Every day,Irregularly,1,0,0,1,1,1,0,0,0,0
